client_id,age,segment,region,anciennete_mois
20313,39,Churner,Autres,26
20314,36,Standard,Autres,56
20315,45,Low-Value,Auvergne-Rhône-Alpes,34
20316,23,Low-Value,Hauts-de-France,10
20317,34,Churner,Île-de-France,78
20318,52,Standard,Auvergne-Rhône-Alpes,114
20319,23,Standard,Nouvelle-Aquitaine,37
20320,55,Premium,PACA,70
20321,25,Standard,Autres,13
20322,48,Low-Value,Autres,97
20323,33,Standard,Île-de-France,63
20324,24,Premium,Nouvelle-Aquitaine,50
20325,32,Standard,Hauts-de-France,69
20326,44,Standard,PACA,108
20327,37,Standard,Nouvelle-Aquitaine,30
20328,51,Standard,Île-de-France,5
20329,55,Standard,Grand Est,8
20330,23,Premium,Autres,49
20331,22,Standard,Autres,87
20332,22,Premium,Autres,6
20333,27,Premium,PACA,33
20334,51,Low-Value,Auvergne-Rhône-Alpes,36
20335,44,Low-Value,Île-de-France,27
20336,31,Standard,Île-de-France,30
20337,37,Premium,Hauts-de-France,13
20338,54,Premium,PACA,9
20339,60,Standard,Hauts-de-France,41
20340,41,Standard,Occitanie,50
20341,18,Low-Value,Occitanie,70
20342,41,Premium,Île-de-France,51
20343,49,Standard,Auvergne-Rhône-Alpes,1
20344,40,Standard,Île-de-France,80
20345,46,Low-Value,Nouvelle-Aquitaine,102
20346,42,Premium,Île-de-France,94
20347,23,Premium,Auvergne-Rhône-Alpes,83
20348,27,Standard,Autres,77
20349,34,Standard,Île-de-France,77
20350,50,Low-Value,Occitanie,86
20351,28,Standard,Île-de-France,61
20352,43,Standard,Auvergne-Rhône-Alpes,89
20353,41,Standard,Auvergne-Rhône-Alpes,115
20354,57,Premium,Île-de-France,8
20355,37,Churner,Île-de-France,79
20356,18,Standard,Nouvelle-Aquitaine,47
20357,45,Standard,Grand Est,38
20358,63,Standard,Autres,107
20359,46,Low-Value,Île-de-France,49
20360,28,Low-Value,Autres,21
20361,25,Standard,Île-de-France,108
20362,26,Low-Value,Grand Est,46
20363,62,Low-Value,Occitanie,88
20364,34,Premium,Île-de-France,80
20365,30,Premium,Île-de-France,81
20366,36,Churner,Île-de-France,108
20367,34,Premium,Île-de-France,75
20368,56,Standard,Hauts-de-France,28
20369,25,Churner,Occitanie,37
20370,52,Standard,Grand Est,116
20371,39,Standard,Nouvelle-Aquitaine,82
20372,52,Low-Value,Occitanie,38
20373,56,Standard,Île-de-France,83
20374,39,Standard,Nouvelle-Aquitaine,68
20375,34,Standard,Auvergne-Rhône-Alpes,99
20376,38,Standard,Nouvelle-Aquitaine,96
20377,36,Standard,Grand Est,115
20378,18,Low-Value,Hauts-de-France,23
20379,56,Low-Value,Île-de-France,34
20380,40,Standard,Autres,111
20381,24,Standard,Île-de-France,49
20382,18,Churner,Nouvelle-Aquitaine,111
20383,18,Standard,Nouvelle-Aquitaine,114
20384,47,Low-Value,Hauts-de-France,77
20385,30,Low-Value,Grand Est,65
20386,32,Premium,Auvergne-Rhône-Alpes,118
20387,43,Premium,Auvergne-Rhône-Alpes,64
20388,31,Standard,Île-de-France,80
20389,44,Low-Value,PACA,24
20390,39,Standard,Hauts-de-France,71
20391,36,Low-Value,Île-de-France,90
20392,19,Low-Value,Nouvelle-Aquitaine,55
20393,28,Standard,Auvergne-Rhône-Alpes,12
20394,45,Standard,Occitanie,46
20395,29,Premium,Grand Est,46
20396,52,Churner,Autres,47
20397,66,Low-Value,Île-de-France,39
20398,45,Premium,Occitanie,95
20399,55,Standard,Grand Est,25
20400,46,Premium,Île-de-France,113
20401,31,Standard,Auvergne-Rhône-Alpes,101
20402,40,Standard,Île-de-France,22
20403,62,Low-Value,Auvergne-Rhône-Alpes,66
20404,31,Standard,Île-de-France,104
20405,25,Low-Value,Nouvelle-Aquitaine,26
20406,24,Premium,Autres,94
20407,35,Low-Value,Autres,31
20408,25,Low-Value,Nouvelle-Aquitaine,93
20409,58,Standard,Occitanie,22
20410,40,Standard,PACA,32
20411,49,Standard,Île-de-France,50
20412,34,Low-Value,Occitanie,50
20413,24,Churner,Nouvelle-Aquitaine,67
20414,22,Premium,Auvergne-Rhône-Alpes,102
20415,27,Standard,Nouvelle-Aquitaine,94
20416,42,Standard,PACA,53
20417,44,Premium,Auvergne-Rhône-Alpes,7
20418,45,Premium,Autres,102
20419,20,Premium,Autres,48
20420,37,Standard,Autres,31
20421,25,Standard,Île-de-France,97
20422,42,Standard,Occitanie,56
20423,43,Low-Value,Île-de-France,31
20424,23,Low-Value,Île-de-France,44
20425,49,Standard,Nouvelle-Aquitaine,57
20426,66,Premium,Autres,4
20427,48,Premium,Auvergne-Rhône-Alpes,43
20428,36,Low-Value,Auvergne-Rhône-Alpes,52
20429,34,Low-Value,Hauts-de-France,104
20430,35,Premium,Autres,63
20431,28,Premium,Île-de-France,69
20432,41,Low-Value,Occitanie,63
20433,24,Standard,Île-de-France,107
20434,18,Standard,PACA,47
20435,40,Standard,Île-de-France,47
20436,38,Low-Value,PACA,76
20437,31,Standard,PACA,52
20438,22,Standard,Autres,114
20439,41,Premium,Nouvelle-Aquitaine,35
20440,26,Standard,Île-de-France,20
20441,36,Churner,Grand Est,113
20442,59,Standard,PACA,62
20443,45,Churner,Grand Est,29
20444,21,Low-Value,Occitanie,80
20445,22,Standard,Hauts-de-France,62
20446,39,Low-Value,Autres,103
20447,21,Standard,Île-de-France,17
20448,18,Premium,Hauts-de-France,11
20449,44,Premium,Nouvelle-Aquitaine,30
20450,41,Premium,Auvergne-Rhône-Alpes,59
20451,43,Low-Value,Auvergne-Rhône-Alpes,71
20452,41,Low-Value,PACA,86
20453,37,Standard,Île-de-France,76
20454,30,Standard,Île-de-France,79
20455,44,Low-Value,Auvergne-Rhône-Alpes,10
20456,56,Low-Value,Île-de-France,80
20457,31,Standard,Île-de-France,107
20458,25,Premium,Nouvelle-Aquitaine,95
20459,24,Standard,Île-de-France,39
20460,27,Low-Value,Auvergne-Rhône-Alpes,79
20461,40,Low-Value,Autres,62
20462,18,Premium,Occitanie,11
20463,43,Standard,Nouvelle-Aquitaine,77
20464,45,Premium,Grand Est,98
20465,18,Low-Value,Hauts-de-France,104
20466,26,Low-Value,Auvergne-Rhône-Alpes,4
20467,38,Low-Value,Île-de-France,97
20468,36,Low-Value,PACA,71
20469,44,Standard,Île-de-France,48
20470,36,Standard,Auvergne-Rhône-Alpes,42
20471,53,Low-Value,PACA,25
20472,34,Low-Value,Hauts-de-France,45
20473,26,Premium,Grand Est,27
20474,25,Churner,Occitanie,64
20475,46,Standard,Hauts-de-France,3
20476,38,Standard,Nouvelle-Aquitaine,106
20477,45,Standard,Auvergne-Rhône-Alpes,17
20478,45,Churner,Nouvelle-Aquitaine,82
20479,18,Standard,Île-de-France,42
20480,24,Churner,Autres,50
20481,25,Standard,Auvergne-Rhône-Alpes,117
20482,28,Premium,Grand Est,22
20483,32,Standard,Autres,73
20484,49,Low-Value,Île-de-France,106
20485,52,Standard,Occitanie,102
20486,34,Premium,Grand Est,7
20487,34,Standard,Nouvelle-Aquitaine,29
20488,29,Standard,Île-de-France,40
20489,39,Premium,Auvergne-Rhône-Alpes,106
20490,40,Standard,Île-de-France,6
20491,47,Low-Value,Autres,19
20492,47,Standard,Hauts-de-France,34
20493,18,Standard,Île-de-France,109
20494,36,Standard,Grand Est,70
20495,54,Churner,Nouvelle-Aquitaine,35
20496,32,Standard,Autres,22
20497,51,Low-Value,Grand Est,63
20498,34,Standard,Hauts-de-France,100
20499,40,Premium,Île-de-France,55
20500,24,Low-Value,Occitanie,86
20501,24,Low-Value,Occitanie,116
20502,46,Standard,Grand Est,68
20503,48,Standard,Île-de-France,61
20504,38,Premium,Occitanie,73
20505,23,Premium,Grand Est,119
20506,38,Low-Value,Île-de-France,43
20507,53,Churner,Occitanie,9
20508,58,Standard,Grand Est,71
20509,34,Standard,Nouvelle-Aquitaine,1
20510,18,Low-Value,Île-de-France,5
20511,48,Low-Value,PACA,40
20512,34,Standard,Île-de-France,70
20513,49,Standard,Occitanie,114
20514,41,Low-Value,Île-de-France,38
20515,27,Premium,Nouvelle-Aquitaine,42
20516,38,Standard,Autres,88
20517,53,Standard,Autres,79
20518,36,Standard,Île-de-France,64
20519,25,Standard,Hauts-de-France,2
20520,18,Standard,Île-de-France,46
20521,28,Premium,Hauts-de-France,66
20522,33,Low-Value,PACA,89
20523,47,Premium,Nouvelle-Aquitaine,23
20524,24,Low-Value,Auvergne-Rhône-Alpes,53
20525,56,Low-Value,Occitanie,10
20526,21,Churner,Auvergne-Rhône-Alpes,77
20527,65,Standard,Nouvelle-Aquitaine,81
20528,58,Premium,Autres,68
20529,39,Low-Value,Île-de-France,115
20530,18,Standard,Occitanie,108
20531,37,Premium,Auvergne-Rhône-Alpes,65
20532,33,Low-Value,PACA,10
20533,22,Premium,Auvergne-Rhône-Alpes,106
20534,41,Standard,Grand Est,80
20535,28,Low-Value,Auvergne-Rhône-Alpes,35
20536,29,Premium,Occitanie,35
20537,35,Low-Value,Hauts-de-France,53
20538,31,Standard,Auvergne-Rhône-Alpes,28
20539,62,Standard,Auvergne-Rhône-Alpes,100
20540,31,Premium,Grand Est,98
20541,43,Standard,Nouvelle-Aquitaine,32
20542,39,Standard,Nouvelle-Aquitaine,60
20543,42,Churner,Occitanie,14
20544,43,Low-Value,PACA,6
20545,48,Low-Value,Île-de-France,20
20546,41,Premium,Occitanie,32
20547,40,Low-Value,Autres,17
20548,38,Standard,Auvergne-Rhône-Alpes,16
20549,36,Standard,Hauts-de-France,45
20550,27,Low-Value,Île-de-France,88
20551,37,Churner,Île-de-France,110
20552,40,Premium,Île-de-France,92
20553,42,Low-Value,PACA,35
20554,40,Churner,Occitanie,43
20555,35,Standard,Île-de-France,106
20556,37,Standard,Île-de-France,64
20557,31,Low-Value,Grand Est,111
20558,41,Churner,Hauts-de-France,76
20559,35,Churner,Nouvelle-Aquitaine,10
20560,40,Premium,Île-de-France,9
20561,50,Low-Value,Autres,110
20562,29,Standard,Auvergne-Rhône-Alpes,41
20563,45,Standard,Autres,44
20564,38,Low-Value,Île-de-France,20
20565,62,Low-Value,Autres,108
20566,35,Standard,Occitanie,93
20567,46,Standard,Autres,28
20568,38,Standard,Île-de-France,56
20569,21,Standard,Autres,57
20570,31,Low-Value,Île-de-France,102
20571,48,Low-Value,Île-de-France,1
20572,32,Standard,Occitanie,34
20573,18,Low-Value,Hauts-de-France,4
20574,37,Standard,Auvergne-Rhône-Alpes,25
20575,24,Premium,Hauts-de-France,75
20576,39,Premium,Autres,35
20577,56,Standard,Grand Est,36
20578,47,Standard,Autres,3
20579,56,Premium,Autres,106
20580,31,Low-Value,Auvergne-Rhône-Alpes,37
20581,36,Standard,Hauts-de-France,82
20582,25,Churner,PACA,11
20583,29,Premium,Île-de-France,12
20584,26,Low-Value,Nouvelle-Aquitaine,106
20585,22,Standard,Hauts-de-France,25
20586,54,Standard,Auvergne-Rhône-Alpes,31
20587,18,Premium,Hauts-de-France,7
20588,54,Premium,Île-de-France,89
20589,52,Premium,Occitanie,3
20590,43,Premium,Île-de-France,98
20591,24,Premium,Hauts-de-France,58
20592,19,Low-Value,Hauts-de-France,58
20593,31,Standard,Hauts-de-France,40
20594,45,Standard,Île-de-France,59
20595,38,Premium,Hauts-de-France,61
20596,25,Standard,Auvergne-Rhône-Alpes,57
20597,51,Standard,Occitanie,76
20598,58,Churner,Hauts-de-France,113
20599,35,Standard,Auvergne-Rhône-Alpes,89
20600,39,Premium,Autres,105
20601,19,Standard,Île-de-France,78
20602,33,Standard,PACA,20
20603,44,Standard,Île-de-France,27
20604,42,Low-Value,Autres,38
20605,31,Standard,Occitanie,68
20606,34,Standard,PACA,100
20607,32,Low-Value,Île-de-France,116
20608,34,Premium,Autres,43
20609,43,Premium,Autres,34
20610,18,Low-Value,Occitanie,61
20611,37,Standard,Grand Est,108
20612,42,Standard,Hauts-de-France,33
20613,31,Low-Value,Île-de-France,35
20614,32,Churner,Autres,93
20615,32,Standard,PACA,64
20616,32,Low-Value,Autres,23
20617,38,Standard,Auvergne-Rhône-Alpes,86
20618,39,Premium,Nouvelle-Aquitaine,44
20619,18,Churner,Auvergne-Rhône-Alpes,71
20620,45,Low-Value,Auvergne-Rhône-Alpes,14
20621,34,Low-Value,Île-de-France,38
20622,61,Standard,PACA,48
20623,23,Churner,Auvergne-Rhône-Alpes,69
20624,27,Standard,PACA,98
20625,35,Low-Value,Hauts-de-France,62
20626,42,Premium,Occitanie,9
20627,18,Standard,Hauts-de-France,3
20628,28,Standard,Occitanie,86
20629,45,Standard,PACA,2
20630,26,Low-Value,Auvergne-Rhône-Alpes,88
20631,54,Standard,PACA,12
20632,32,Low-Value,Auvergne-Rhône-Alpes,5
20633,27,Low-Value,Autres,111
20634,45,Low-Value,Auvergne-Rhône-Alpes,2
20635,57,Standard,Île-de-France,56
20636,42,Low-Value,Nouvelle-Aquitaine,112
20637,53,Low-Value,Autres,86
20638,58,Standard,Hauts-de-France,84
20639,26,Low-Value,Île-de-France,96
20640,49,Standard,Île-de-France,10
20641,19,Standard,Nouvelle-Aquitaine,65
20642,43,Premium,Île-de-France,117
20643,37,Low-Value,Occitanie,97
20644,52,Premium,Autres,31
20645,52,Standard,Autres,112
20646,44,Standard,Autres,118
20647,41,Premium,Auvergne-Rhône-Alpes,30
20648,44,Churner,Autres,10
20649,38,Churner,Auvergne-Rhône-Alpes,26
20650,37,Low-Value,Hauts-de-France,107
20651,55,Standard,Autres,82
20652,56,Premium,Hauts-de-France,105
20653,36,Premium,Autres,41
20654,40,Low-Value,Auvergne-Rhône-Alpes,35
20655,38,Standard,Île-de-France,63
20656,18,Low-Value,Île-de-France,76
20657,33,Low-Value,Île-de-France,9
20658,57,Standard,Autres,35
20659,29,Low-Value,Nouvelle-Aquitaine,52
20660,63,Standard,Nouvelle-Aquitaine,22
20661,52,Standard,Île-de-France,29
20662,42,Standard,Île-de-France,4
20663,44,Low-Value,Grand Est,66
20664,26,Churner,Hauts-de-France,70
20665,34,Premium,Auvergne-Rhône-Alpes,106
20666,55,Standard,Grand Est,71
20667,30,Standard,Île-de-France,58
20668,50,Standard,Île-de-France,115
20669,21,Standard,Île-de-France,53
20670,23,Low-Value,Hauts-de-France,116
20671,60,Low-Value,Occitanie,34
20672,37,Low-Value,Autres,25
20673,31,Low-Value,Autres,60
20674,54,Standard,Auvergne-Rhône-Alpes,67
20675,52,Low-Value,Hauts-de-France,10
20676,49,Premium,Autres,112
20677,31,Churner,Île-de-France,117
20678,34,Churner,Île-de-France,93
20679,41,Low-Value,Autres,27
20680,46,Standard,Autres,41
20681,31,Standard,Occitanie,86
20682,40,Premium,Île-de-France,30
20683,41,Premium,Île-de-France,65
20684,53,Standard,Hauts-de-France,36
20685,47,Premium,Auvergne-Rhône-Alpes,28
20686,19,Standard,Occitanie,100
20687,35,Standard,Île-de-France,75
20688,26,Standard,Occitanie,81
20689,44,Premium,Île-de-France,44
20690,49,Standard,Île-de-France,36
20691,39,Low-Value,Nouvelle-Aquitaine,57
20692,34,Standard,Nouvelle-Aquitaine,63
20693,38,Premium,Autres,75
20694,40,Low-Value,Autres,65
20695,30,Premium,Île-de-France,57
20696,23,Low-Value,Auvergne-Rhône-Alpes,80
20697,18,Standard,PACA,63
20698,53,Standard,Hauts-de-France,50
20699,43,Low-Value,Île-de-France,14
20700,42,Premium,Île-de-France,64
20701,53,Standard,Auvergne-Rhône-Alpes,111
20702,22,Standard,Nouvelle-Aquitaine,102
20703,18,Premium,Occitanie,64
20704,42,Standard,Hauts-de-France,119
20705,41,Low-Value,Nouvelle-Aquitaine,52
20706,18,Churner,PACA,81
20707,42,Low-Value,Île-de-France,56
20708,33,Standard,PACA,55
20709,28,Low-Value,Occitanie,92
20710,33,Standard,Île-de-France,17
20711,18,Low-Value,Nouvelle-Aquitaine,63
20712,30,Low-Value,Auvergne-Rhône-Alpes,80
20713,29,Standard,Île-de-France,105
20714,44,Standard,Île-de-France,118
20715,36,Standard,Autres,85
20716,45,Churner,Île-de-France,16
20717,18,Standard,Nouvelle-Aquitaine,59
20718,27,Low-Value,Île-de-France,33
20719,44,Standard,Grand Est,14
20720,34,Standard,Île-de-France,105
20721,48,Standard,Occitanie,88
20722,18,Standard,Île-de-France,81
20723,46,Standard,Auvergne-Rhône-Alpes,115
20724,30,Low-Value,Nouvelle-Aquitaine,95
20725,29,Premium,Nouvelle-Aquitaine,107
20726,49,Standard,Auvergne-Rhône-Alpes,42
20727,51,Standard,Hauts-de-France,7
20728,50,Churner,Occitanie,115
20729,62,Low-Value,Auvergne-Rhône-Alpes,36
20730,53,Standard,Île-de-France,92
20731,28,Standard,Île-de-France,116
20732,39,Low-Value,Île-de-France,17
20733,33,Premium,Nouvelle-Aquitaine,14
20734,62,Low-Value,Île-de-France,77
20735,51,Premium,Autres,24
20736,35,Premium,Auvergne-Rhône-Alpes,87
20737,48,Standard,Hauts-de-France,99
20738,23,Churner,Auvergne-Rhône-Alpes,27
20739,41,Churner,Île-de-France,73
20740,26,Churner,Grand Est,66
20741,18,Premium,Auvergne-Rhône-Alpes,13
20742,47,Low-Value,Île-de-France,20
20743,48,Low-Value,Auvergne-Rhône-Alpes,1
20744,43,Standard,Île-de-France,71
20745,35,Standard,Nouvelle-Aquitaine,10
20746,22,Low-Value,Auvergne-Rhône-Alpes,72
20747,24,Premium,Grand Est,100
20748,26,Low-Value,Île-de-France,33
20749,35,Low-Value,Autres,63
20750,50,Standard,Grand Est,78
20751,50,Low-Value,Hauts-de-France,80
20752,18,Standard,Île-de-France,48
20753,29,Standard,Autres,109
20754,29,Low-Value,PACA,24
20755,18,Low-Value,Nouvelle-Aquitaine,31
20756,44,Standard,Grand Est,7
20757,35,Standard,Auvergne-Rhône-Alpes,15
20758,36,Standard,Auvergne-Rhône-Alpes,43
20759,54,Low-Value,Hauts-de-France,1
20760,39,Premium,Autres,49
20761,32,Low-Value,Autres,68
20762,44,Standard,Île-de-France,9
20763,50,Low-Value,Hauts-de-France,48
20764,41,Premium,Autres,110
20765,46,Standard,Île-de-France,66
20766,36,Low-Value,Île-de-France,94
20767,37,Low-Value,PACA,75
20768,39,Standard,Occitanie,58
20769,28,Standard,Île-de-France,2
20770,31,Standard,Occitanie,59
20771,54,Standard,Autres,86
20772,62,Low-Value,Île-de-France,86
20773,57,Premium,Île-de-France,75
20774,22,Premium,Autres,58
20775,20,Premium,Auvergne-Rhône-Alpes,67
20776,23,Premium,PACA,72
20777,39,Premium,Occitanie,77
20778,18,Churner,Île-de-France,92
20779,30,Premium,Île-de-France,44
20780,54,Premium,PACA,93
20781,49,Standard,Hauts-de-France,55
20782,31,Churner,Île-de-France,83
20783,32,Churner,Nouvelle-Aquitaine,21
20784,44,Low-Value,Autres,103
20785,49,Premium,Occitanie,111
20786,31,Premium,Île-de-France,102
20787,35,Standard,Nouvelle-Aquitaine,108
20788,31,Premium,Île-de-France,100
20789,22,Low-Value,Nouvelle-Aquitaine,41
20790,35,Churner,PACA,114
20791,34,Premium,Île-de-France,39
20792,22,Standard,Auvergne-Rhône-Alpes,89
20793,45,Churner,Île-de-France,15
20794,43,Low-Value,Auvergne-Rhône-Alpes,67
20795,46,Low-Value,Île-de-France,28
20796,28,Churner,Île-de-France,75
20797,18,Standard,Île-de-France,76
20798,43,Low-Value,Auvergne-Rhône-Alpes,32
20799,30,Low-Value,Nouvelle-Aquitaine,4
20800,27,Standard,Occitanie,54
20801,22,Standard,PACA,12
20802,34,Low-Value,Île-de-France,6
20803,56,Low-Value,Autres,25
20804,31,Standard,Hauts-de-France,96
20805,24,Standard,Île-de-France,90
20806,45,Premium,Auvergne-Rhône-Alpes,44
20807,40,Low-Value,Auvergne-Rhône-Alpes,58
20808,18,Standard,Hauts-de-France,112
20809,45,Standard,Île-de-France,87
20810,63,Standard,Île-de-France,96
20811,18,Low-Value,Île-de-France,56
20812,23,Standard,Autres,109
20813,18,Premium,Occitanie,102
20814,37,Low-Value,Île-de-France,66
20815,49,Premium,Autres,110
20816,39,Premium,Île-de-France,46
20817,54,Premium,PACA,118
20818,47,Standard,Grand Est,59
20819,58,Standard,Hauts-de-France,6
20820,51,Low-Value,Île-de-France,31
20821,33,Premium,Occitanie,25
20822,38,Low-Value,Nouvelle-Aquitaine,39
20823,27,Premium,PACA,101
20824,35,Standard,Île-de-France,80
20825,38,Low-Value,Hauts-de-France,91
20826,36,Standard,Île-de-France,81
20827,54,Churner,Hauts-de-France,58
20828,34,Standard,Île-de-France,70
20829,26,Low-Value,Autres,117
20830,27,Standard,Autres,97
20831,45,Standard,Nouvelle-Aquitaine,22
20832,21,Premium,Hauts-de-France,71
20833,35,Premium,Grand Est,102
20834,53,Standard,Hauts-de-France,118
20835,41,Standard,Grand Est,39
20836,37,Churner,Auvergne-Rhône-Alpes,91
20837,37,Low-Value,Île-de-France,52
20838,25,Low-Value,Île-de-France,23
20839,27,Standard,Hauts-de-France,42
20840,35,Standard,Nouvelle-Aquitaine,83
20841,41,Premium,Grand Est,75
20842,49,Standard,Île-de-France,83
20843,39,Premium,Occitanie,73
20844,54,Standard,Île-de-France,114
20845,57,Standard,Hauts-de-France,39
20846,47,Standard,Auvergne-Rhône-Alpes,24
20847,52,Low-Value,Île-de-France,20
20848,26,Low-Value,Île-de-France,18
20849,24,Premium,Nouvelle-Aquitaine,40
20850,44,Churner,Occitanie,8
20851,21,Standard,Hauts-de-France,53
20852,34,Premium,Autres,11
20853,47,Standard,Occitanie,60
20854,54,Churner,Hauts-de-France,8
20855,34,Churner,Occitanie,117
20856,30,Premium,Hauts-de-France,100
20857,41,Low-Value,Autres,119
20858,25,Standard,Autres,77
20859,35,Premium,Occitanie,1
20860,37,Low-Value,Occitanie,110
20861,37,Standard,Grand Est,40
20862,39,Standard,Île-de-France,96
20863,27,Standard,Île-de-France,91
20864,29,Standard,Île-de-France,73
20865,29,Low-Value,Île-de-France,71
20866,18,Standard,Auvergne-Rhône-Alpes,117
20867,42,Standard,PACA,110
20868,48,Low-Value,Occitanie,70
20869,47,Premium,Île-de-France,109
20870,34,Churner,Autres,81
20871,28,Standard,Auvergne-Rhône-Alpes,41
20872,46,Premium,Nouvelle-Aquitaine,45
20873,45,Standard,Île-de-France,13
20874,40,Standard,Grand Est,50
20875,58,Premium,Autres,26
20876,37,Premium,Autres,73
20877,34,Churner,Auvergne-Rhône-Alpes,30
20878,33,Standard,Île-de-France,96
20879,19,Standard,Auvergne-Rhône-Alpes,110
20880,45,Standard,Autres,84
20881,36,Premium,Autres,15
20882,44,Premium,Île-de-France,61
20883,60,Premium,Île-de-France,99
20884,33,Low-Value,Grand Est,80
20885,18,Standard,Île-de-France,46
20886,43,Standard,Auvergne-Rhône-Alpes,98
20887,40,Standard,Île-de-France,105
20888,29,Standard,Île-de-France,59
20889,42,Standard,Île-de-France,117
20890,47,Standard,Grand Est,103
20891,26,Standard,Île-de-France,52
20892,34,Low-Value,Occitanie,107
20893,55,Low-Value,Occitanie,46
20894,29,Standard,Autres,73
20895,38,Standard,Île-de-France,25
20896,18,Low-Value,Hauts-de-France,1
20897,20,Premium,PACA,83
20898,39,Churner,Île-de-France,77
20899,52,Low-Value,Hauts-de-France,11
20900,21,Standard,Île-de-France,47
20901,38,Standard,Hauts-de-France,4
20902,33,Standard,Auvergne-Rhône-Alpes,79
20903,49,Standard,Île-de-France,40
20904,23,Standard,Nouvelle-Aquitaine,12
20905,43,Premium,Hauts-de-France,23
20906,30,Premium,Auvergne-Rhône-Alpes,69
20907,40,Churner,Nouvelle-Aquitaine,99
20908,38,Standard,Auvergne-Rhône-Alpes,87
20909,34,Low-Value,Autres,15
20910,43,Standard,Occitanie,5
20911,38,Standard,Auvergne-Rhône-Alpes,6
20912,36,Low-Value,Île-de-France,14
20913,33,Premium,Occitanie,76
20914,38,Low-Value,Autres,59
20915,40,Low-Value,Nouvelle-Aquitaine,81
20916,26,Standard,Autres,111
20917,33,Standard,Occitanie,56
20918,25,Premium,Grand Est,42
20919,37,Low-Value,Occitanie,71
20920,30,Low-Value,Occitanie,85
20921,47,Standard,Auvergne-Rhône-Alpes,109
20922,46,Standard,Hauts-de-France,96
20923,26,Standard,Nouvelle-Aquitaine,114
20924,37,Standard,Grand Est,9
20925,45,Standard,Autres,7
20926,35,Premium,Nouvelle-Aquitaine,63
20927,29,Premium,Île-de-France,10
20928,24,Low-Value,Nouvelle-Aquitaine,113
20929,48,Standard,Hauts-de-France,18
20930,48,Standard,Nouvelle-Aquitaine,92
20931,35,Standard,Auvergne-Rhône-Alpes,3
20932,47,Standard,Île-de-France,84
20933,18,Premium,Île-de-France,44
20934,53,Standard,Grand Est,118
20935,36,Standard,PACA,15
20936,39,Low-Value,Île-de-France,29
20937,34,Standard,Île-de-France,78
20938,54,Premium,Autres,31
20939,25,Low-Value,Grand Est,100
20940,55,Standard,Auvergne-Rhône-Alpes,48
20941,42,Churner,Autres,28
20942,45,Churner,Autres,57
20943,34,Low-Value,Autres,92
20944,22,Standard,Auvergne-Rhône-Alpes,4
20945,49,Standard,Occitanie,111
20946,41,Low-Value,Hauts-de-France,47
20947,54,Standard,Grand Est,11
20948,35,Standard,Île-de-France,51
20949,32,Standard,Auvergne-Rhône-Alpes,79
20950,54,Standard,Auvergne-Rhône-Alpes,79
20951,60,Low-Value,Grand Est,61
20952,38,Standard,Nouvelle-Aquitaine,14
20953,28,Standard,Occitanie,2
20954,47,Low-Value,PACA,65
20955,34,Low-Value,Hauts-de-France,22
20956,45,Churner,Autres,57
20957,34,Premium,Île-de-France,66
20958,56,Churner,Nouvelle-Aquitaine,65
20959,29,Standard,Auvergne-Rhône-Alpes,11
20960,43,Standard,Grand Est,93
20961,32,Standard,Nouvelle-Aquitaine,1
20962,34,Standard,Autres,105
20963,33,Standard,Auvergne-Rhône-Alpes,14
20964,46,Churner,Île-de-France,35
20965,49,Premium,Occitanie,3
20966,44,Churner,Île-de-France,53
20967,36,Standard,Hauts-de-France,95
20968,39,Churner,PACA,102
20969,48,Low-Value,Île-de-France,30
20970,49,Standard,Auvergne-Rhône-Alpes,35
20971,18,Standard,Hauts-de-France,54
20972,34,Churner,Occitanie,89
20973,35,Standard,Hauts-de-France,63
20974,46,Premium,Occitanie,54
20975,37,Churner,Nouvelle-Aquitaine,7
20976,46,Standard,Île-de-France,100
20977,25,Premium,Auvergne-Rhône-Alpes,105
20978,41,Low-Value,Occitanie,36
20979,48,Standard,Grand Est,34
20980,20,Standard,Autres,69
20981,68,Standard,Auvergne-Rhône-Alpes,107
20982,52,Premium,Hauts-de-France,16
20983,38,Low-Value,Île-de-France,10
20984,28,Standard,Auvergne-Rhône-Alpes,41
20985,35,Standard,Île-de-France,50
20986,39,Churner,Nouvelle-Aquitaine,48
20987,43,Low-Value,Hauts-de-France,71
20988,56,Standard,Autres,86
20989,32,Standard,Grand Est,77
20990,44,Low-Value,Île-de-France,109
20991,22,Standard,PACA,70
20992,33,Low-Value,Occitanie,115
20993,42,Standard,Grand Est,115
20994,46,Standard,Nouvelle-Aquitaine,24
20995,28,Churner,Île-de-France,2
20996,32,Premium,Île-de-France,75
20997,55,Standard,Île-de-France,68
20998,51,Churner,Île-de-France,35
20999,40,Churner,Occitanie,41
21000,18,Low-Value,Hauts-de-France,70
21001,68,Standard,Nouvelle-Aquitaine,107
21002,37,Low-Value,Nouvelle-Aquitaine,31
21003,34,Standard,Autres,26
21004,31,Standard,Île-de-France,11
21005,42,Standard,Île-de-France,63
21006,42,Premium,Île-de-France,56
21007,49,Low-Value,Nouvelle-Aquitaine,31
21008,26,Standard,PACA,82
21009,34,Low-Value,Hauts-de-France,109
21010,62,Standard,Île-de-France,40
21011,40,Standard,Nouvelle-Aquitaine,86
21012,35,Standard,Île-de-France,17
21013,26,Standard,Île-de-France,110
